Date,Name,Role,Projects_Finished,Real_Time_Projects,Internship,Educational_Background,Applied Jobs,Getting Interview call,Placement_Statistics (%),Rejection_Reasons,City
8/5/2024,Candidate_239,Data Analyst,6,Yes,No,M.Tech,181,54.47,60.98,Lack of skills,Chennai
8/14/2024,Candidate_240,Python Fullstack Developer,10,Yes,No,B.Tech,142,59.11,59.47,No experience,Bangalore
6/2/2024,Candidate_241,Python Fullstack Developer,9,Yes,Yes,BCA,113,63.03,86.7,Lack of skills,Bangalore
8/1/2024,Candidate_242,Python Fullstack Developer,9,Yes,Yes,MCA,266,69.8,86.21,Communication issues,Bangalore
7/10/2024,Candidate_243,Python Fullstack Developer,13,Yes,Yes,B.Tech,161,20.83,79.74,No experience,Chennai
12/8/2024,Candidate_244,AI/ML Engineer,11,Yes,Yes,BCA,279,26.42,58.66,No experience,Bangalore
3/15/2024,Candidate_245,Data Analyst,2,No,No,B.Tech,178,32.38,64.07,High competition,Bangalore
9/19/2024,Candidate_246,QA Engineer,0,No,No,B.Tech,167,28.66,42.95,High competition,Bangalore
3/28/2024,Candidate_247,AI/ML Engineer,12,Yes,Yes,B.Tech,214,63.46,57.57,Lack of skills,Hyderabad
5/24/2024,Candidate_248,Data Analyst,4,Yes,Yes,B.Tech,210,67.14,68.12,Lack of skills,Chennai
9/2/2024,Candidate_249,Data Analyst,9,Yes,No,B.Tech,186,72.13,74.9,Lack of skills,Bangalore
4/19/2024,Candidate_250,Python Fullstack Developer,1,No,Yes,M.Tech,110,39.51,87.44,Communication issues,Bangalore
4/25/2024,Candidate_251,Data Analyst,11,Yes,No,B.Tech,169,44.67,44.57,Lack of skills,Bangalore
10/2/2024,Candidate_252,Data Analyst,1,No,Yes,B.Tech,291,59.57,68.72,No experience,Bangalore
1/27/2024,Candidate_253,DevOps Engineer,0,No,Yes,B.Tech,294,60.82,88.74,Lack of skills,Chennai
6/16/2024,Candidate_254,DevOps Engineer,11,Yes,Yes,MCA,268,46.6,70.52,No experience,Bangalore
12/31/2024,Candidate_255,QA Engineer,3,No,Yes,MCA,217,32.09,82.19,Communication issues,Chennai
12/30/2024,Candidate_256,Data Analyst,9,Yes,No,MCA,268,58.1,84.3,Communication issues,Chennai
1/27/2024,Candidate_257,Python Fullstack Developer,0,No,No,MCA,120,32.41,45.46,High competition,Bangalore
3/19/2024,Candidate_258,DevOps Engineer,7,Yes,No,BCA,185,41.19,80.81,Communication issues,Bangalore
4/7/2024,Candidate_259,AI/ML Engineer,13,Yes,Yes,B.Tech,241,72.2,44.31,High competition,Bangalore
12/7/2024,Candidate_260,Data Analyst,12,Yes,Yes,M.Tech,108,71.49,49.3,Lack of skills,Chennai
11/18/2024,Candidate_261,Python Fullstack Developer,10,Yes,No,M.Tech,133,59.74,44.04,No experience,Bangalore
11/17/2024,Candidate_262,Data Analyst,12,Yes,No,B.Tech,259,49.39,84.01,Communication issues,Bangalore
5/15/2024,Candidate_263,Python Fullstack Developer,12,Yes,No,MCA,102,76.95,77.19,Lack of skills,Bangalore
2/27/2024,Candidate_264,Data Analyst,12,Yes,No,M.Tech,288,46.25,51.37,Lack of skills,Hyderabad
11/1/2024,Candidate_265,QA Engineer,13,Yes,Yes,BCA,246,35.13,80.85,Lack of skills,Hyderabad
9/14/2024,Candidate_266,AI/ML Engineer,6,Yes,No,BCA,104,46,79.7,Lack of skills,Bangalore
8/11/2024,Candidate_267,Data Analyst,5,Yes,Yes,BCA,177,29.52,42.66,No experience,Bangalore
12/27/2024,Candidate_268,QA Engineer,15,Yes,No,M.Tech,197,66.88,68.48,No experience,Bangalore
8/27/2024,Candidate_269,DevOps Engineer,4,Yes,Yes,BCA,151,70.02,49.98,Lack of skills,Bangalore
1/3/2024,Candidate_270,Python Fullstack Developer,6,Yes,Yes,M.Tech,220,64.9,41.64,High competition,Bangalore
10/26/2024,Candidate_271,AI/ML Engineer,12,Yes,Yes,MCA,197,51.46,43.54,Lack of skills,Bangalore
4/19/2024,Candidate_272,Data Analyst,11,Yes,Yes,M.Tech,199,32.23,61.51,Lack of skills,Chennai
8/30/2024,Candidate_273,QA Engineer,13,Yes,No,B.Tech,109,26.62,55.7,Lack of skills,Hyderabad
12/9/2024,Candidate_274,Data Analyst,4,Yes,Yes,MCA,277,37.23,40.74,High competition,Bangalore
2/19/2024,Candidate_275,Data Analyst,9,Yes,Yes,MCA,272,37.01,87.85,No experience,Bangalore
2/12/2024,Candidate_276,Data Analyst,4,Yes,Yes,M.Tech,169,30.62,52.82,Lack of skills,Hyderabad
2/9/2024,Candidate_277,DevOps Engineer,4,Yes,Yes,M.Tech,278,66.14,75.03,Lack of skills,Bangalore
7/21/2024,Candidate_278,Data Analyst,0,No,No,M.Tech,196,48.39,89.4,Communication issues,Bangalore
4/9/2024,Candidate_279,Python Fullstack Developer,2,No,No,B.Tech,185,65.76,44.33,Lack of skills,Chennai
8/9/2024,Candidate_280,Python Fullstack Developer,0,No,Yes,B.Tech,193,23.92,65.21,Lack of skills,Hyderabad
9/19/2024,Candidate_281,QA Engineer,4,Yes,No,M.Tech,231,47.27,79.26,Lack of skills,Chennai
3/15/2024,Candidate_282,Data Analyst,15,Yes,Yes,BCA,300,38.19,68.09,Communication issues,Bangalore
8/20/2024,Candidate_283,Data Analyst,13,Yes,No,B.Tech,208,33.46,56.36,No experience,Bangalore
4/6/2024,Candidate_284,Data Analyst,4,Yes,No,MCA,204,32.06,54.65,High competition,Bangalore
6/27/2024,Candidate_285,DevOps Engineer,2,No,No,BCA,281,71.83,80.54,Lack of skills,Bangalore
11/27/2024,Candidate_286,AI/ML Engineer,4,Yes,Yes,B.Tech,187,70.37,47.04,Lack of skills,Bangalore
11/5/2024,Candidate_287,AI/ML Engineer,13,Yes,No,B.Tech,133,77.81,68.37,High competition,Bangalore
2/3/2024,Candidate_288,Data Analyst,14,Yes,No,BCA,188,36.18,63.42,Lack of skills,Bangalore
6/4/2024,Candidate_289,Data Analyst,13,Yes,Yes,M.Tech,284,48.82,69.65,Lack of skills,Bangalore
4/11/2024,Candidate_290,Data Analyst,5,Yes,No,B.Tech,166,46.29,68.65,Lack of skills,Bangalore
1/2/2024,Candidate_291,Data Analyst,14,Yes,No,BCA,241,28.01,83.26,Lack of skills,Bangalore
10/9/2024,Candidate_292,AI/ML Engineer,13,Yes,No,B.Tech,149,66.86,60.61,Lack of skills,Chennai
8/21/2024,Candidate_293,Python Fullstack Developer,14,Yes,Yes,B.Tech,225,58.71,46.58,No experience,Bangalore
4/5/2024,Candidate_294,Data Analyst,12,Yes,Yes,M.Tech,172,43.07,52.85,Lack of skills,Bangalore
9/28/2024,Candidate_295,Data Analyst,11,Yes,Yes,B.Tech,168,79.19,87.83,Lack of skills,Chennai
7/20/2024,Candidate_296,Python Fullstack Developer,7,Yes,Yes,B.Tech,121,53.1,78.3,Communication issues,Chennai
6/5/2024,Candidate_297,Python Fullstack Developer,5,Yes,Yes,B.Tech,215,58.51,60.67,No experience,Bangalore
1/4/2024,Candidate_298,Python Fullstack Developer,13,Yes,Yes,B.Tech,271,28.68,76.64,Lack of skills,Chennai
1/28/2024,Candidate_299,QA Engineer,0,No,No,MCA,121,36.06,87.97,Lack of skills,Bangalore
11/19/2024,Candidate_300,Data Analyst,15,Yes,Yes,B.Tech,270,42.25,79.65,Lack of skills,Bangalore
11/26/2024,Candidate_301,Data Analyst,7,Yes,Yes,MCA,181,35.29,65.73,No experience,Bangalore
7/18/2024,Candidate_302,Data Analyst,8,Yes,Yes,BCA,230,25.93,47.06,No experience,Chennai
11/1/2024,Candidate_303,Data Analyst,13,Yes,No,BCA,129,71.72,63.71,Communication issues,Hyderabad
8/1/2024,Candidate_304,Data Analyst,11,Yes,Yes,B.Tech,105,50.99,80.24,High competition,Chennai
2/24/2024,Candidate_305,Python Fullstack Developer,1,No,No,BCA,132,38.61,80.55,Lack of skills,Bangalore
2/16/2024,Candidate_306,DevOps Engineer,1,No,Yes,M.Tech,295,44.22,44.13,Lack of skills,Hyderabad
4/22/2024,Candidate_307,Python Fullstack Developer,15,Yes,No,M.Tech,127,23.78,85.08,Communication issues,Bangalore
11/25/2024,Candidate_308,Data Analyst,11,Yes,Yes,M.Tech,162,77.43,76.27,Lack of skills,Bangalore
10/18/2024,Candidate_309,DevOps Engineer,3,No,No,MCA,119,26.43,43.54,High competition,Bangalore
11/11/2024,Candidate_310,Data Analyst,15,Yes,Yes,B.Tech,145,73.93,52.89,Communication issues,Bangalore
11/25/2024,Candidate_311,Data Analyst,2,No,No,B.Tech,195,35.13,42.27,Lack of skills,Chennai
3/17/2024,Candidate_312,Data Analyst,4,Yes,No,B.Tech,116,34.66,57.59,Communication issues,Chennai
4/1/2024,Candidate_313,Data Analyst,8,Yes,No,M.Tech,139,77.46,68.07,No experience,Chennai
2/7/2024,Candidate_314,Python Fullstack Developer,14,Yes,No,B.Tech,246,75.88,70.54,Communication issues,Hyderabad
10/12/2024,Candidate_315,Python Fullstack Developer,2,No,No,B.Tech,160,71.35,51.09,Lack of skills,Hyderabad
11/19/2024,Candidate_316,Data Analyst,2,No,Yes,MCA,299,54.46,49.16,No experience,Bangalore
5/28/2024,Candidate_317,QA Engineer,7,Yes,Yes,B.Tech,122,75.47,63.41,High competition,Chennai
8/15/2024,Candidate_318,Data Analyst,15,Yes,Yes,B.Tech,119,75.31,54.84,Communication issues,Chennai
2/26/2024,Candidate_319,Python Fullstack Developer,2,No,No,B.Tech,102,57.65,88.54,No experience,Bangalore
12/6/2024,Candidate_320,Python Fullstack Developer,9,Yes,Yes,B.Tech,285,78.65,79.18,No experience,Bangalore
11/12/2024,Candidate_321,AI/ML Engineer,1,No,No,B.Tech,103,20.2,76.42,Communication issues,Chennai
12/23/2024,Candidate_322,Data Analyst,10,Yes,No,MCA,288,77.52,61.89,Communication issues,Bangalore
10/23/2024,Candidate_323,Python Fullstack Developer,0,No,Yes,MCA,187,39.64,66.2,Communication issues,Chennai
11/18/2024,Candidate_324,DevOps Engineer,15,Yes,Yes,B.Tech,258,61.38,84.07,No experience,Chennai
1/10/2024,Candidate_325,Data Analyst,14,Yes,No,B.Tech,118,53.23,52.1,Lack of skills,Bangalore
9/26/2024,Candidate_326,Data Analyst,15,Yes,No,MCA,139,54.08,83.57,No experience,Bangalore
5/1/2024,Candidate_327,DevOps Engineer,10,Yes,No,MCA,249,20.09,47.57,Communication issues,Hyderabad
12/6/2024,Candidate_328,QA Engineer,13,Yes,No,B.Tech,260,31.61,66.5,Lack of skills,Chennai
10/20/2024,Candidate_329,Data Analyst,11,Yes,Yes,B.Tech,217,26.51,60.28,High competition,Chennai
11/12/2024,Candidate_330,DevOps Engineer,9,Yes,Yes,B.Tech,261,38.38,53.65,High competition,Bangalore
10/23/2024,Candidate_331,Data Analyst,9,Yes,No,M.Tech,184,65.85,67.28,High competition,Hyderabad
4/7/2024,Candidate_332,Python Fullstack Developer,5,Yes,Yes,M.Tech,270,35.07,41.95,Communication issues,Chennai
10/15/2024,Candidate_333,Python Fullstack Developer,1,No,No,B.Tech,127,68.28,61.46,No experience,Chennai
2/9/2024,Candidate_334,Python Fullstack Developer,9,Yes,No,B.Tech,256,55.17,49.69,No experience,Hyderabad
11/15/2024,Candidate_335,Data Analyst,8,Yes,No,B.Tech,131,57.73,67.4,Lack of skills,Bangalore
11/10/2024,Candidate_336,DevOps Engineer,1,No,No,M.Tech,114,60.19,89.49,Lack of skills,Chennai
3/22/2024,Candidate_337,Data Analyst,15,Yes,Yes,B.Tech,280,77.64,89.82,Lack of skills,Bangalore
10/25/2024,Candidate_338,Data Analyst,5,Yes,Yes,B.Tech,135,53.91,84.55,High competition,Bangalore
6/17/2024,Candidate_339,QA Engineer,1,No,No,B.Tech,151,41.41,86.55,Communication issues,Bangalore
4/21/2024,Candidate_340,Python Fullstack Developer,9,Yes,Yes,MCA,290,42.8,65.17,High competition,Bangalore
10/18/2024,Candidate_341,Data Analyst,0,No,Yes,B.Tech,120,57.48,67.36,No experience,Bangalore
3/24/2024,Candidate_342,QA Engineer,9,Yes,Yes,M.Tech,147,73.42,88.38,No experience,Hyderabad
1/9/2024,Candidate_343,DevOps Engineer,15,Yes,Yes,B.Tech,123,39.48,55.9,Lack of skills,Bangalore
3/11/2024,Candidate_344,Data Analyst,2,No,Yes,MCA,283,71.47,51.39,Lack of skills,Chennai
4/30/2024,Candidate_345,Data Analyst,4,Yes,Yes,B.Tech,123,41.41,86.06,Lack of skills,Chennai
11/12/2024,Candidate_346,Python Fullstack Developer,2,No,Yes,BCA,100,65.54,79.89,Communication issues,Chennai
12/19/2024,Candidate_347,Data Analyst,8,Yes,Yes,BCA,210,51.95,71.53,High competition,Bangalore
4/12/2024,Candidate_348,Python Fullstack Developer,8,Yes,Yes,BCA,275,49.59,82.49,Lack of skills,Bangalore
8/22/2024,Candidate_349,DevOps Engineer,4,Yes,No,M.Tech,159,45.85,60.29,Lack of skills,Bangalore
5/26/2024,Candidate_350,Data Analyst,8,Yes,Yes,MCA,153,53.75,46.89,Communication issues,Bangalore
12/25/2024,Candidate_351,Data Analyst,8,Yes,No,B.Tech,112,61.38,42.37,Lack of skills,Bangalore
7/15/2024,Candidate_352,Python Fullstack Developer,8,Yes,No,MCA,283,26.19,56.7,No experience,Chennai
12/9/2024,Candidate_353,Data Analyst,0,No,Yes,MCA,120,73.76,62.28,No experience,Bangalore
2/12/2024,Candidate_354,Data Analyst,3,No,No,MCA,199,33.88,62.22,Lack of skills,Chennai
12/21/2024,Candidate_355,Data Analyst,5,Yes,Yes,MCA,182,71.99,53.84,Lack of skills,Bangalore
3/6/2024,Candidate_356,Data Analyst,4,Yes,Yes,M.Tech,260,32.3,42.51,No experience,Chennai
12/18/2024,Candidate_357,DevOps Engineer,14,Yes,No,MCA,235,44.74,58.01,Communication issues,Hyderabad
4/7/2024,Candidate_358,Data Analyst,11,Yes,Yes,M.Tech,149,79.76,70.99,High competition,Bangalore
2/9/2024,Candidate_359,Python Fullstack Developer,5,Yes,No,B.Tech,221,24.36,57.62,Lack of skills,Bangalore
6/8/2024,Candidate_360,Data Analyst,8,Yes,Yes,B.Tech,150,60.86,58.21,High competition,Hyderabad
9/23/2024,Candidate_361,Data Analyst,7,Yes,No,M.Tech,281,78.56,59.85,Lack of skills,Bangalore
4/24/2024,Candidate_362,Python Fullstack Developer,15,Yes,No,M.Tech,226,46.48,50.3,Lack of skills,Bangalore
8/9/2024,Candidate_363,Python Fullstack Developer,5,Yes,Yes,B.Tech,254,28.14,49.14,Communication issues,Chennai
7/6/2024,Candidate_364,Data Analyst,1,No,No,B.Tech,280,64.28,81.23,Lack of skills,Chennai
5/20/2024,Candidate_365,Data Analyst,10,Yes,Yes,B.Tech,147,33.11,69.7,Lack of skills,Chennai
7/30/2024,Candidate_366,Data Analyst,2,No,Yes,MCA,220,25.81,67.04,Lack of skills,Chennai
4/3/2024,Candidate_367,Data Analyst,4,Yes,Yes,B.Tech,173,35.39,56.67,Lack of skills,Hyderabad
9/16/2024,Candidate_368,DevOps Engineer,4,Yes,No,MCA,287,75.09,78.28,No experience,Bangalore
1/1/2024,Candidate_369,Python Fullstack Developer,15,Yes,No,B.Tech,273,44.55,45.36,Lack of skills,Bangalore
12/4/2024,Candidate_370,Python Fullstack Developer,13,Yes,No,B.Tech,251,79.48,64.67,Lack of skills,Chennai
7/16/2024,Candidate_371,DevOps Engineer,12,Yes,No,B.Tech,115,58.58,74.99,High competition,Chennai
9/20/2024,Candidate_372,AI/ML Engineer,7,Yes,Yes,M.Tech,213,73.39,76.53,No experience,Bangalore
9/28/2024,Candidate_373,QA Engineer,14,Yes,No,M.Tech,147,73.59,73.3,Lack of skills,Bangalore
9/2/2024,Candidate_374,AI/ML Engineer,5,Yes,No,M.Tech,229,25.61,70,No experience,Hyderabad
5/13/2024,Candidate_375,Data Analyst,6,Yes,Yes,BCA,101,75.41,84.47,Communication issues,Bangalore
1/26/2024,Candidate_376,Python Fullstack Developer,11,Yes,No,B.Tech,120,56.71,44.99,Communication issues,Bangalore
8/31/2024,Candidate_377,Python Fullstack Developer,1,No,Yes,B.Tech,145,25.61,44.17,No experience,Bangalore
4/30/2024,Candidate_378,QA Engineer,8,Yes,Yes,MCA,150,35.02,45.01,Lack of skills,Hyderabad
4/24/2024,Candidate_379,Python Fullstack Developer,3,No,No,BCA,167,55.9,78.95,Lack of skills,Chennai
11/6/2024,Candidate_380,Data Analyst,1,No,Yes,B.Tech,136,64.79,87.07,Lack of skills,Hyderabad
9/20/2024,Candidate_381,Data Analyst,5,Yes,No,BCA,238,76.3,44.74,Lack of skills,Bangalore
4/19/2024,Candidate_382,Data Analyst,14,Yes,No,MCA,247,34.47,89.31,Communication issues,Chennai
4/23/2024,Candidate_383,Data Analyst,12,Yes,Yes,MCA,148,48.56,40.95,Communication issues,Chennai
5/29/2024,Candidate_384,DevOps Engineer,15,Yes,Yes,B.Tech,279,36.62,56.43,Communication issues,Chennai
5/27/2024,Candidate_385,AI/ML Engineer,9,Yes,No,B.Tech,131,30.02,54.75,Communication issues,Bangalore
4/18/2024,Candidate_386,Data Analyst,15,Yes,No,MCA,279,65.44,87.12,No experience,Hyderabad
2/16/2024,Candidate_387,QA Engineer,7,Yes,Yes,B.Tech,294,63.72,74.1,Lack of skills,Hyderabad
6/2/2024,Candidate_388,Python Fullstack Developer,12,Yes,No,B.Tech,119,75.57,42.7,No experience,Bangalore
12/10/2024,Candidate_389,AI/ML Engineer,12,Yes,Yes,B.Tech,148,49.37,75.13,High competition,Bangalore
9/4/2024,Candidate_390,QA Engineer,15,Yes,Yes,B.Tech,147,79.54,48.41,No experience,Chennai
11/26/2024,Candidate_391,QA Engineer,8,Yes,Yes,B.Tech,182,67.74,41.19,No experience,Chennai
8/13/2024,Candidate_392,Data Analyst,4,Yes,Yes,B.Tech,293,73.25,75.85,No experience,Hyderabad
4/20/2024,Candidate_393,Python Fullstack Developer,13,Yes,Yes,B.Tech,158,26.01,58.55,Communication issues,Chennai
7/19/2024,Candidate_394,Data Analyst,0,No,No,BCA,141,50.22,51.69,High competition,Bangalore
1/1/2024,Candidate_395,DevOps Engineer,9,Yes,Yes,B.Tech,201,33.76,80.88,Lack of skills,Bangalore
4/15/2024,Candidate_396,QA Engineer,14,Yes,No,M.Tech,262,54.54,86.61,Communication issues,Hyderabad
6/6/2024,Candidate_397,Data Analyst,12,Yes,No,B.Tech,251,20.01,74.93,Lack of skills,Bangalore
7/31/2024,Candidate_398,QA Engineer,10,Yes,Yes,B.Tech,175,61.78,44.16,No experience,Bangalore
8/27/2024,Candidate_399,Data Analyst,1,No,No,B.Tech,253,76.08,48.86,No experience,Chennai
6/19/2024,Candidate_400,DevOps Engineer,3,No,Yes,B.Tech,205,65.2,40.03,Lack of skills,Hyderabad
6/10/2024,Candidate_401,AI/ML Engineer,11,Yes,No,M.Tech,229,53.38,44.13,Lack of skills,Bangalore
3/19/2024,Candidate_402,Data Analyst,13,Yes,Yes,M.Tech,263,29.86,46.76,Lack of skills,Bangalore
6/22/2024,Candidate_403,DevOps Engineer,8,Yes,Yes,B.Tech,173,64.33,61.89,Lack of skills,Hyderabad
11/25/2024,Candidate_404,DevOps Engineer,10,Yes,Yes,M.Tech,155,78.84,55.69,Lack of skills,Chennai
10/18/2024,Candidate_405,Data Analyst,8,Yes,Yes,B.Tech,209,54.3,79.69,High competition,Chennai
3/3/2024,Candidate_406,Python Fullstack Developer,8,Yes,No,MCA,164,60.04,68.29,No experience,Bangalore
2/1/2024,Candidate_407,DevOps Engineer,3,No,Yes,M.Tech,188,31.55,83.6,Lack of skills,Chennai
7/7/2024,Candidate_408,Python Fullstack Developer,8,Yes,Yes,B.Tech,288,69.34,42.98,Lack of skills,Chennai
8/19/2024,Candidate_409,QA Engineer,12,Yes,No,B.Tech,161,34.05,47.9,High competition,Bangalore
5/2/2024,Candidate_410,Data Analyst,14,Yes,Yes,MCA,235,22.71,60.88,Lack of skills,Hyderabad
10/26/2024,Candidate_411,AI/ML Engineer,7,Yes,No,B.Tech,101,30.76,80.62,High competition,Chennai
10/1/2024,Candidate_412,QA Engineer,6,Yes,Yes,B.Tech,267,69.64,85.95,Lack of skills,Bangalore
9/3/2024,Candidate_413,Python Fullstack Developer,10,Yes,Yes,BCA,274,31.86,43.95,Lack of skills,Hyderabad
3/23/2024,Candidate_414,Python Fullstack Developer,5,Yes,No,B.Tech,164,37.7,45.55,Lack of skills,Bangalore
3/13/2024,Candidate_415,Data Analyst,10,Yes,Yes,B.Tech,172,23.68,50.73,Lack of skills,Hyderabad
1/9/2024,Candidate_416,QA Engineer,0,No,No,B.Tech,293,46.97,75.97,Communication issues,Chennai
3/30/2024,Candidate_417,DevOps Engineer,0,No,No,B.Tech,141,57.12,49.15,High competition,Chennai
6/22/2024,Candidate_418,Python Fullstack Developer,2,No,Yes,BCA,116,21.89,83.93,No experience,Hyderabad
11/7/2024,Candidate_419,Data Analyst,0,No,Yes,MCA,115,63.54,88.33,Lack of skills,Bangalore
1/27/2024,Candidate_420,Python Fullstack Developer,13,Yes,Yes,BCA,116,63.44,72.73,No experience,Chennai
5/31/2024,Candidate_421,Data Analyst,3,No,Yes,B.Tech,226,42,74.32,No experience,Hyderabad
8/18/2024,Candidate_422,Data Analyst,3,No,No,MCA,188,65.4,52.98,High competition,Chennai
3/12/2024,Candidate_423,Data Analyst,14,Yes,Yes,B.Tech,287,65.67,71.69,No experience,Bangalore
9/11/2024,Candidate_424,Python Fullstack Developer,11,Yes,Yes,B.Tech,115,70.08,70.88,Communication issues,Bangalore
6/29/2024,Candidate_425,Data Analyst,7,Yes,No,B.Tech,258,45.91,41.6,High competition,Hyderabad
3/30/2024,Candidate_426,QA Engineer,9,Yes,Yes,B.Tech,293,61.28,54.13,Lack of skills,Bangalore
8/28/2024,Candidate_427,Data Analyst,8,Yes,No,M.Tech,210,70.02,87.79,Lack of skills,Bangalore
1/3/2024,Candidate_428,Data Analyst,6,Yes,Yes,BCA,120,29.54,64.62,No experience,Bangalore
10/1/2024,Candidate_429,AI/ML Engineer,1,No,No,MCA,272,42.69,78.25,Communication issues,Bangalore
10/8/2024,Candidate_430,QA Engineer,0,No,No,MCA,295,30.28,75.21,Lack of skills,Chennai
2/9/2024,Candidate_431,DevOps Engineer,2,No,Yes,B.Tech,283,22.11,82.23,Lack of skills,Bangalore
6/4/2024,Candidate_432,Data Analyst,1,No,Yes,B.Tech,214,30.51,63.18,No experience,Bangalore
3/5/2024,Candidate_433,Data Analyst,6,Yes,Yes,B.Tech,103,70.57,67.54,Lack of skills,Hyderabad
12/16/2024,Candidate_434,Python Fullstack Developer,3,No,Yes,B.Tech,290,45.22,86.54,Lack of skills,Chennai
7/8/2024,Candidate_435,QA Engineer,3,No,No,B.Tech,272,25.09,75.41,No experience,Bangalore
1/19/2024,Candidate_436,AI/ML Engineer,2,No,Yes,MCA,122,29.45,69.49,Lack of skills,Bangalore
4/1/2024,Candidate_437,DevOps Engineer,4,Yes,Yes,M.Tech,181,24.39,58.31,Lack of skills,Hyderabad
11/6/2024,Candidate_438,DevOps Engineer,12,Yes,No,B.Tech,250,44.9,41.4,No experience,Bangalore
6/16/2024,Candidate_439,QA Engineer,5,Yes,Yes,M.Tech,297,46.08,51.53,No experience,Chennai
10/20/2024,Candidate_440,Data Analyst,3,No,No,MCA,192,61.98,77.55,No experience,Chennai
9/1/2024,Candidate_441,QA Engineer,5,Yes,No,B.Tech,278,29.97,43.29,Lack of skills,Bangalore
12/27/2024,Candidate_442,Data Analyst,8,Yes,Yes,B.Tech,274,62.82,40.49,Communication issues,Bangalore
8/5/2024,Candidate_443,Data Analyst,9,Yes,No,MCA,255,62.82,59.63,Communication issues,Hyderabad
12/13/2024,Candidate_444,Data Analyst,14,Yes,Yes,M.Tech,273,73.03,87.87,Lack of skills,Bangalore
11/22/2024,Candidate_445,Data Analyst,2,No,No,B.Tech,116,51.85,71.1,High competition,Chennai
8/12/2024,Candidate_446,Data Analyst,14,Yes,No,M.Tech,245,74.05,88.49,Lack of skills,Bangalore
9/20/2024,Candidate_447,QA Engineer,8,Yes,No,MCA,167,55.5,78.64,Communication issues,Bangalore
7/3/2024,Candidate_448,AI/ML Engineer,13,Yes,No,M.Tech,286,77.71,40.61,High competition,Bangalore
10/30/2024,Candidate_449,QA Engineer,10,Yes,Yes,BCA,181,55.14,74.5,No experience,Bangalore
7/19/2024,Candidate_450,Python Fullstack Developer,8,Yes,No,M.Tech,215,39.8,68.95,Lack of skills,Bangalore
11/24/2024,Candidate_451,Data Analyst,5,Yes,No,B.Tech,191,47.18,40.15,Lack of skills,Chennai
9/29/2024,Candidate_452,QA Engineer,2,No,Yes,M.Tech,290,69.73,57.41,No experience,Bangalore
6/22/2024,Candidate_453,Python Fullstack Developer,8,Yes,Yes,MCA,222,55.66,86.88,Lack of skills,Bangalore
4/4/2024,Candidate_454,QA Engineer,1,No,Yes,B.Tech,194,59.63,83.91,No experience,Chennai
